,date,site_nox
1113,2023-01-20,38.170833
1114,2023-01-21,21.879167
1115,2023-01-22,17.0625
1116,2023-01-23,31.195455
1117,2023-01-24,21.195833
1118,2023-01-25,40.125
1119,2023-01-26,17.085714
1120,2023-01-27,28.25
1121,2023-01-28,24.158333
1122,2023-01-29,33.558333
1123,2023-01-30,54.590909
1124,2023-01-31,49.5
1125,2023-02-01,41.368421
1126,2023-02-02,45.791667
1127,2023-02-03,21.033333
1128,2023-02-04,19.908333
1129,2023-02-05,42.8875
1130,2023-02-06,63.504545
1131,2023-02-07,32.895455
1132,2023-02-08,44.133333
1133,2023-02-09,134.543478
1134,2023-02-10,23.321739
1135,2023-02-11,22.783333
1136,2023-02-12,53.8625
1137,2023-02-13,28.1375
1138,2023-02-14,27.640909
1139,2023-02-15,36.535714
1140,2023-02-16,59.215
1141,2023-02-17,26.575
1142,2023-02-18,17.066667
1143,2023-02-19,29.625
1144,2023-02-20,45.058333
1145,2023-02-21,36.786364
1146,2023-02-22,42.479167
1147,2023-02-23,32.704167
1148,2023-02-24,25.216667
1149,2023-02-25,24.308333
1150,2023-02-26,54.545833
1151,2023-02-27,26.729167
1152,2023-02-28,15.9
1153,2023-03-01,34.42
1154,2023-03-02,43.916667
1155,2023-03-03,38.815789
1156,2023-03-04,20.604167
1157,2023-03-05,14.195833
1158,2023-03-06,25.629167
1159,2023-03-07,22.595455
1160,2023-03-08,23.45
1161,2023-03-09,28.566667
1162,2023-03-10,33.05
1163,2023-03-11,19.9125
1164,2023-03-12,15.816667
1165,2023-03-13,37.641667
1166,2023-03-14,17.718182
1167,2023-03-15,19.265
1168,2023-03-16,37.25
1169,2023-03-17,28.808333
1170,2023-03-18,12.945833
1171,2023-03-19,11.6125
1172,2023-03-20,30.3
1173,2023-03-21,40.416667
1174,2023-03-22,24.677273
1175,2023-03-23,26.266667
1176,2023-03-24,38.058333
1177,2023-03-25,20.229167
1178,2023-03-26,18.0375
1179,2023-03-27,51.883333
1180,2023-03-28,35.929167
1181,2023-03-29,27.285714
1182,2023-03-30,25.475
1183,2023-03-31,122.4
1184,2023-04-01,15.0125
1185,2023-04-02,12.129167
1186,2023-04-03,34.491667
1187,2023-04-04,42.504167
1188,2023-04-05,31.213636
1189,2023-04-06,37.241667
1190,2023-04-07,20.291667
1191,2023-04-08,17.679167
1192,2023-04-09,27.6375
1193,2023-04-10,25.383333
1194,2023-04-11,22.631818
1195,2023-04-12,21.382353
1196,2023-04-13,27.431818
1197,2023-04-14,29.741667
1198,2023-04-15,16.0375
1199,2023-04-16,11.4125
1200,2023-04-17,24.508333
1201,2023-04-18,11.054167
1202,2023-04-19,21.85
1203,2023-04-20,29.579167
1204,2023-04-21,32.504167
1205,2023-04-22,13.225
1206,2023-04-23,13.9875
1207,2023-04-24,23.545833
1208,2023-04-25,33.970833
1209,2023-04-26,40.347368
1210,2023-04-27,15.345833
1211,2023-04-28,32.079167
1212,2023-04-29,15.2875
1213,2023-04-30,13.3
1214,2023-05-01,9.633333
1215,2023-05-02,13.691667
1216,2023-05-03,20.15
1217,2023-05-04,34.1875
1218,2023-05-05,38.879167
1219,2023-05-06,34.241667
1220,2023-05-07,17.175
1221,2023-05-08,26.35
1222,2023-05-09,28.51
1223,2023-05-10,46.4625
1224,2023-05-11,33.225
1225,2023-05-12,27.625
1226,2023-05-13,21.454167
1227,2023-05-14,11.029167
1228,2023-05-15,25.304167
1229,2023-05-16,12.85
1230,2023-05-17,19.468182
1231,2023-05-18,21.486364
1232,2023-05-19,7.845833
1233,2023-05-20,18.391667
1234,2023-05-21,17.1375
1235,2023-05-22,27.404167
1236,2023-05-23,23.5375
1237,2023-05-24,36.975
1238,2023-05-25,24.736364
1239,2023-05-26,16.9125
1240,2023-05-27,20.329167
1241,2023-05-28,12.479167
1242,2023-05-29,15.695833
1243,2023-05-30,20.7125
1244,2023-05-31,27.9
1245,2023-06-01,40.304167
1246,2023-06-02,36.504167
1247,2023-06-03,17.055
1248,2023-06-04,11.904167
1249,2023-06-05,26.570833
1250,2023-06-06,28.654167
1251,2023-06-07,29.194444
1252,2023-06-08,41.1125
1253,2023-06-09,26.633333
1254,2023-06-10,18.366667
1255,2023-06-11,17.55
1256,2023-06-12,8.2375
1257,2023-06-13,14.325
1258,2023-06-14,12.195455
1259,2023-06-15,16.220833
1260,2023-06-16,27.933333
1261,2023-06-17,16.7375
1262,2023-06-18,14.679167
1263,2023-06-19,19.266667
1264,2023-06-20,20.9
1265,2023-06-21,21.1
1266,2023-06-22,20.945833
1267,2023-06-23,11.7
1268,2023-06-24,13.958333
1269,2023-06-25,20.9
1270,2023-06-26,16.8375
1271,2023-06-27,14.875
1272,2023-06-28,25.608333
1273,2023-06-29,22.608696
1274,2023-06-30,23.195652
1275,2023-07-01,13.479167
1276,2023-07-02,8.841667
1277,2023-07-03,17.529167
1278,2023-07-04,18.520833
1279,2023-07-05,21.916667
1280,2023-07-06,16.9125
1281,2023-07-07,11.084211
1282,2023-07-08,12.5125
1283,2023-07-09,8.325
1284,2023-07-10,21.4125
1285,2023-07-11,24.925
1286,2023-07-12,24.316667
1287,2023-07-13,16.5125
1288,2023-07-14,20.166667
1289,2023-07-15,14.645833
1290,2023-07-16,11.7
1291,2023-07-17,20.504167
1292,2023-07-18,14.245833
1293,2023-07-19,19.733333
1294,2023-07-20,27.7
1295,2023-07-21,10.7625
1296,2023-07-22,19.095833
1297,2023-07-23,16.379167
1298,2023-07-24,11.575
1299,2023-07-25,17.258333
1300,2023-07-26,21.240909
1301,2023-07-27,11.070833
1302,2023-07-28,26.420833
1303,2023-07-29,9.366667
1304,2023-07-30,11.995833
1305,2023-07-31,33.5
1306,2023-08-01,25.745833
1307,2023-08-02,26.2
1308,2023-08-03,9.675
1309,2023-08-04,8.25
1310,2023-08-05,16.995833
1311,2023-08-06,11.55
1312,2023-08-07,7.483333
1313,2023-08-08,10.270833
1314,2023-08-09,15.227273
1315,2023-08-10,23.7625
1316,2023-08-11,19.920833
1317,2023-08-12,18.295833
1318,2023-08-13,12.516667
1319,2023-08-14,23.445833
1320,2023-08-15,25.175
1321,2023-08-16,19.570833
1322,2023-08-17,12.583333
1323,2023-08-18,13.621053
1324,2023-08-19,8.245833
1325,2023-08-20,17.2125
1326,2023-08-21,25.129167
1327,2023-08-22,20.020833
1328,2023-08-23,17.579167
1329,2023-08-24,8.608333
1330,2023-08-25,12.631818
1331,2023-08-26,29.1
1332,2023-08-27,11.7875
1333,2023-08-28,17.366667
1334,2023-08-29,24.079167
1335,2023-08-30,15.6375
1336,2023-08-31,10.7
1337,2023-09-01,18.645833
1338,2023-09-02,13.004167
1339,2023-09-03,14.9
1340,2023-09-04,25.958333
1341,2023-09-05,33.333333
1342,2023-09-06,45.9
1343,2023-09-07,45.731579
1344,2023-09-08,24.958333
1345,2023-09-09,10.770833
1346,2023-09-10,19.795833
1347,2023-09-11,28.041667
1348,2023-09-12,24.833333
1349,2023-09-13,20.558824
1350,2023-09-14,24.916667
1351,2023-09-15,19.588889
1352,2023-09-16,14.579167
1353,2023-09-17,16.766667
1354,2023-09-18,31.179167
1355,2023-09-19,16.895833
1356,2023-09-20,29.847368
1357,2023-09-21,33.504167
1358,2023-09-22,26.954167
1359,2023-09-23,9.708333
1360,2023-09-24,7.958333
1361,2023-09-25,15.841667
1362,2023-09-26,26.895833
1363,2023-09-27,30.104167
1364,2023-09-28,28.977273
1365,2023-09-29,21.75
1366,2023-09-30,7.6
1367,2023-10-01,19.233333
1368,2023-10-02,31.5875
1369,2023-10-03,43.158333
1370,2023-10-04,47.315789
1371,2023-10-05,20.859091
1372,2023-10-06,18.0625
1373,2023-10-07,14.2375
1374,2023-10-08,6.575
1375,2023-10-09,15.504167
1376,2023-10-10,29.804167
1377,2023-10-11,63.845833
1378,2023-10-12,69.755556
1379,2023-10-13,35.870833
1380,2023-10-14,27.1375
1381,2023-10-15,10.954167
1382,2023-10-16,33.1375
1383,2023-10-17,52.670833
1384,2023-10-18,55.010526
1385,2023-10-19,28.83913
1386,2023-10-20,14.133333
1387,2023-10-21,18.345833
1388,2023-10-22,9.5625
1389,2023-10-23,37.529167
1390,2023-10-24,54.085714
1391,2023-10-25,31.366667
1392,2023-10-26,48.778261
1393,2023-10-27,42.482353
1394,2023-10-28,21.05
1395,2023-10-29,14.125
1396,2023-10-30,40.441667
1397,2023-10-31,12.9
1398,2023-11-01,34.715789
1399,2023-11-02,34.707143
1400,2023-11-03,22.7875
1401,2023-11-04,33.108333
1402,2023-11-05,57.016667
1403,2023-11-06,25.970833
1404,2023-11-07,21.491667
1405,2023-11-08,28.3625
1406,2023-11-09,63.8
1407,2023-11-10,25.6125
1408,2023-11-11,26.879167
1409,2023-11-12,22.091667
1410,2023-11-13,49.854167
1411,2023-11-14,34.741667
1412,2023-11-15,51.378947
1413,2023-11-16,52.870588
1414,2023-11-17,37.159091
1415,2023-11-18,20.725
1416,2023-11-19,21.783333
1417,2023-11-20,32.9125
1418,2023-11-21,32.791667
1419,2023-11-22,34.304167
1420,2023-11-23,16.581818
1421,2023-11-24,16.841667
1422,2023-11-25,39.895833
1423,2023-11-26,65.645833
1424,2023-11-27,21.025
1425,2023-11-28,17.75
1426,2023-11-29,28.244444
1427,2023-11-30,21.2
1428,2023-12-01,44.616667
1429,2023-12-02,43.35
1430,2023-12-03,22.375
1431,2023-12-04,22.629167
1432,2023-12-05,32.433333
1433,2023-12-06,36.45
1434,2023-12-07,35.531818
1435,2023-12-08,111.4
1436,2023-12-09,82.4125
1437,2023-12-10,18.091667
1438,2023-12-11,19.308333
1439,2023-12-12,22.533333
1440,2023-12-13,26.927778
1441,2023-12-14,32.829167
1442,2023-12-15,44.6125
1443,2023-12-16,37.008333
1444,2023-12-17,16.291667
1445,2023-12-18,9.395833
1446,2023-12-19,19.783333
1447,2023-12-20,36.916667
1448,2023-12-21,31.990909
1449,2023-12-22,77.458333
1450,2023-12-23,75.820833
1451,2023-12-24,57.5625
1452,2023-12-25,27.366667
1453,2023-12-26,42.216667
1454,2023-12-27,44.761111
1455,2023-12-28,27.108333
1456,2023-12-29,25.8125
1457,2023-12-30,18.7875
1458,2023-12-31,13.983333
1459,2024-01-01,22.720833
1460,2024-01-02,35.017391
1461,2024-01-03,33.458333
1462,2024-01-04,27.522727
1463,2024-01-05,29.066667
1464,2024-01-06,63.608333
1465,2024-01-07,16.095833
1466,2024-01-08,42.491667
1467,2024-01-09,79.3375
1468,2024-01-10,12.342105
1469,2024-01-11,17.695833
1470,2024-01-12,30.6375
1471,2024-01-13,6.875
1472,2024-01-14,10.591667
1473,2024-01-15,27.6125
1474,2024-01-16,36.9125
1475,2024-01-17,22.3625
1476,2024-01-18,42.878261
1477,2024-01-19,51.529167
1478,2024-01-20,14.625
1479,2024-01-21,13.966667
1480,2024-01-22,39.6
1481,2024-01-23,62.75
1482,2024-01-24,58.4
1483,2024-01-25,54.404167
1484,2024-01-26,36.466667
1485,2024-01-27,32.033333
1486,2024-01-28,14.7125
1487,2024-01-29,26.166667
1488,2024-01-30,31.766667
1489,2024-01-31,26.4375
1490,2024-02-01,42.617391
1491,2024-02-02,41.691667
1492,2024-02-03,18.758333
1493,2024-02-04,25.483333
1494,2024-02-05,29.441667
1495,2024-02-06,36.770833
1496,2024-02-07,60.783333
1497,2024-02-08,90.1625
1498,2024-02-09,26.2875
1499,2024-02-10,66.404167
1500,2024-02-11,23.808333
1501,2024-02-12,40.695833
1502,2024-02-13,24.383333
1503,2024-02-14,18.491667
1504,2024-02-15,26.004348
1505,2024-02-16,25.729167
1506,2024-02-17,24.908333
1507,2024-02-18,15.95
1508,2024-02-19,24.008333
1509,2024-02-20,35.529167
1510,2024-02-21,31.973684
1511,2024-02-22,11.75
1512,2024-02-23,59.054167
1513,2024-02-24,19.429167
1514,2024-02-25,19.854167
1515,2024-02-26,33.229167
1516,2024-02-27,65.566667
1517,2024-02-28,12.191667
1518,2024-02-29,18.386957
1519,2024-03-01,21.445833
1520,2024-03-02,23.695833
1521,2024-03-03,21.483333
1522,2024-03-04,26.991667
1523,2024-03-05,38.825
1524,2024-03-06,37.952632
1525,2024-03-07,26.525
1526,2024-03-08,24.770833
1527,2024-03-09,9.5375
1528,2024-03-10,11.683333
1529,2024-03-11,13.24375
1530,2024-03-12,33.466667
1531,2024-03-13,64.041667
1532,2024-03-14,47.182609
1533,2024-03-15,27.745833
1534,2024-03-16,18.441667
1535,2024-03-17,13.625
1536,2024-03-18,17.404167
1537,2024-03-19,15.991667
1538,2024-03-20,22.289474
1539,2024-03-21,17.583333
1540,2024-03-22,25.25
1541,2024-03-23,21.570833
1542,2024-03-24,12.195833
1543,2024-03-25,25.195833
1544,2024-03-26,24.479167
1545,2024-03-27,63.675
1546,2024-03-28,61.208696
1547,2024-03-29,17.241667
1548,2024-03-30,11.279167
1549,2024-03-31,15.845833
1550,2024-04-01,53.154167
1551,2024-04-02,53.954167
1552,2024-04-03,16.847368
1553,2024-04-04,26.120833
1554,2024-04-05,22.208333
1555,2024-04-06,15.625
1556,2024-04-07,13.208333
1557,2024-04-08,49.420833
1558,2024-04-09,49.116667
1559,2024-04-10,21.790476
1560,2024-04-11,21.221739
1561,2024-04-12,6.254167
1562,2024-04-13,6.725
1563,2024-04-14,11.420833
1564,2024-04-15,20.641667
1565,2024-04-16,25.941667
1566,2024-04-17,25.184211
1567,2024-04-18,23.929167
1568,2024-04-19,24.826667
1569,2024-04-20,14.520833
1570,2024-04-21,13.45
1571,2024-04-22,21.85
1572,2024-04-23,22.0
1573,2024-04-24,16.058333
1574,2024-04-25,18.269565
1575,2024-04-26,44.983333
1576,2024-04-27,14.933333
1577,2024-04-28,23.083333
1578,2024-04-29,39.363158
1579,2024-04-30,23.05
1580,2024-05-01,20.9625
1581,2024-05-02,17.145833
1582,2024-05-03,20.891667
1583,2024-05-04,11.491667
1584,2024-05-05,10.175
1585,2024-05-06,38.983333
1586,2024-05-07,30.370833
1587,2024-05-08,17.9125
1588,2024-05-09,21.76087
1589,2024-05-10,26.075
1590,2024-05-11,18.275
1591,2024-05-12,8.670833
1592,2024-05-13,20.995833
1593,2024-05-14,15.95
1594,2024-05-15,16.872727
1595,2024-05-16,18.7375
1596,2024-05-17,22.408333
1597,2024-05-18,24.075
1598,2024-05-19,11.629167
1599,2024-05-20,28.658333
1600,2024-05-21,20.433333
1601,2024-05-22,14.254545
1602,2024-05-23,24.143478
1603,2024-05-24,27.75
1604,2024-05-25,19.991667
1605,2024-05-26,11.516667
1606,2024-05-27,9.125
1607,2024-05-28,16.275
1608,2024-05-29,19.045
1609,2024-05-30,26.85
1610,2024-05-31,24.9875
1611,2024-06-01,16.720833
1612,2024-06-02,16.229167
1613,2024-06-03,25.058333
1614,2024-06-04,22.9125
1615,2024-06-05,9.830435
1616,2024-06-06,19.7625
1617,2024-06-07,29.704348
1618,2024-06-08,10.754167
1619,2024-06-09,13.7875
1620,2024-06-10,19.116667
1621,2024-06-11,25.933333
1622,2024-06-12,
1623,2024-06-13,
1624,2024-06-14,
1625,2024-06-15,
1626,2024-06-16,
1627,2024-06-17,
1628,2024-06-18,
1629,2024-06-19,
1630,2024-06-20,
1631,2024-06-21,
1632,2024-06-22,21.345833
1633,2024-06-23,13.0125
1634,2024-06-24,12.520833
1635,2024-06-25,18.591667
1636,2024-06-26,15.265
1637,2024-06-27,17.408333
1638,2024-06-28,17.629167
1639,2024-06-29,8.108333
1640,2024-06-30,28.0
1641,2024-07-01,18.275
1642,2024-07-02,20.870833
1643,2024-07-03,20.221739
1644,2024-07-04,10.0875
1645,2024-07-05,15.895833
1646,2024-07-06,16.870833
1647,2024-07-07,16.958333
1648,2024-07-08,25.1125
1649,2024-07-09,14.15
1650,2024-07-10,7.425
1651,2024-07-11,11.2875
1652,2024-07-12,12.595833
1653,2024-07-13,15.983333
1654,2024-07-14,13.579167
1655,2024-07-15,11.195833
1656,2024-07-16,16.4375
1657,2024-07-17,15.682609
1658,2024-07-18,23.95
1659,2024-07-19,19.71875
1660,2024-07-20,12.829167
1661,2024-07-21,11.979167
1662,2024-07-22,13.5
1663,2024-07-23,26.504167
1664,2024-07-24,18.666667
1665,2024-07-25,19.491667
1666,2024-07-26,23.908333
1667,2024-07-27,22.108333
1668,2024-07-28,12.325
1669,2024-07-29,9.870833
1670,2024-07-30,8.0
1671,2024-07-31,12.421739
1672,2024-08-01,26.975
1673,2024-08-02,21.795833
1674,2024-08-03,14.854545
1675,2024-08-04,9.7875
1676,2024-08-05,28.326316
1677,2024-08-06,12.584615
1678,2024-08-07,20.925
1679,2024-08-08,24.758333
1680,2024-08-09,5.395833
1681,2024-08-10,9.591667
1682,2024-08-11,10.425
1683,2024-08-12,19.758333
1684,2024-08-13,27.016667
1685,2024-08-14,35.034783
1686,2024-08-15,29.383333
1687,2024-08-16,23.658333
1688,2024-08-17,7.7875
1689,2024-08-18,8.545833
1690,2024-08-19,25.25
1691,2024-08-20,17.116667
1692,2024-08-21,16.93
1693,2024-08-22,20.2625
1694,2024-08-23,25.5375
1695,2024-08-24,33.566667
1696,2024-08-25,18.145833
1697,2024-08-26,21.329167
1698,2024-08-27,22.516667
1699,2024-08-28,18.6
1700,2024-08-29,16.775
1701,2024-08-30,18.5625
1702,2024-08-31,13.570833
1703,2024-09-01,12.491667
1704,2024-09-02,10.85
1705,2024-09-03,22.941667
1706,2024-09-04,34.54
1707,2024-09-05,36.1125
1708,2024-09-06,21.066667
1709,2024-09-07,10.604167
1710,2024-09-08,8.716667
1711,2024-09-09,18.0
1712,2024-09-10,30.895833
1713,2024-09-11,30.569565
1714,2024-09-12,46.258333
1715,2024-09-13,42.6875
1716,2024-09-14,20.55
1717,2024-09-15,14.033333
1718,2024-09-16,28.65
1719,2024-09-17,28.2375
1720,2024-09-18,25.605
1721,2024-09-19,28.6625
1722,2024-09-20,20.704167
1723,2024-09-21,13.1375
1724,2024-09-22,10.016667
1725,2024-09-23,22.541667
1726,2024-09-24,23.383333
1727,2024-09-25,23.086364
1728,2024-09-26,17.208333
1729,2024-09-27,28.1875
1730,2024-09-28,16.241667
1731,2024-09-29,15.775
1732,2024-09-30,28.391667
1733,2024-10-01,29.016667
1734,2024-10-02,21.66
1735,2024-10-03,22.43125
1736,2024-10-04,23.691667
1737,2024-10-05,20.7875
1738,2024-10-06,14.654167
1739,2024-10-07,15.275
1740,2024-10-08,24.758333
1741,2024-10-09,30.430435
1742,2024-10-10,20.920833
1743,2024-10-11,25.3375
1744,2024-10-12,20.441667
1745,2024-10-13,14.6625
1746,2024-10-14,17.6375
1747,2024-10-15,19.7375
1748,2024-10-16,23.76
1749,2024-10-17,30.541667
1750,2024-10-18,45.816667
1751,2024-10-19,49.6625
1752,2024-10-20,43.645833
1753,2024-10-21,79.304167
1754,2024-10-22,74.847826
1755,2024-10-23,16.543478
1756,2024-10-24,24.670833
1757,2024-10-25,27.8875
1758,2024-10-26,20.483333
1759,2024-10-27,15.6375
1760,2024-10-28,61.270833
1761,2024-10-29,24.183333
1762,2024-10-30,34.085
1763,2024-10-31,35.778947
1764,2024-11-01,14.617647
1765,2024-11-02,16.541667
1766,2024-11-03,28.116667
1767,2024-11-04,55.383333
1768,2024-11-05,27.083333
1769,2024-11-06,19.3
1770,2024-11-07,23.761111
1771,2024-11-08,24.620833
1772,2024-11-09,22.704167
1773,2024-11-10,44.683333
1774,2024-11-11,11.858333
1775,2024-11-12,19.370833
1776,2024-11-13,42.65
1777,2024-11-14,52.4125
1778,2024-11-15,43.245833
1779,2024-11-16,17.3625
1780,2024-11-17,37.945833
1781,2024-11-18,38.436364
1782,2024-11-19,
1783,2024-11-20,
1784,2024-11-21,
1785,2024-11-22,
1786,2024-11-23,
1787,2024-11-24,
1788,2024-11-25,
1789,2024-11-26,
1790,2024-11-27,
1791,2024-11-28,
1792,2024-11-29,
1793,2024-11-30,
1794,2024-12-01,
1795,2024-12-02,
1796,2024-12-03,22.45
1797,2024-12-04,41.463158
1798,2024-12-05,18.729167
1799,2024-12-06,20.729167
1800,2024-12-07,19.129167
1801,2024-12-08,24.925
1802,2024-12-09,112.958333
1803,2024-12-10,48.483333
1804,2024-12-11,10.478261
1805,2024-12-12,15.233333
1806,2024-12-13,29.979167
1807,2024-12-14,40.6625
1808,2024-12-15,51.958333
1809,2024-12-16,38.75
1810,2024-12-17,24.595833
1811,2024-12-18,60.75
1812,2024-12-19,30.158333
1813,2024-12-20,34.141667
1814,2024-12-21,18.733333
1815,2024-12-22,17.791667
1816,2024-12-23,51.9875
1817,2024-12-24,38.358333
1818,2024-12-25,26.704348
1819,2024-12-26,58.766667
1820,2024-12-27,109.070833
1821,2024-12-28,93.954167
1822,2024-12-29,51.208333
1823,2024-12-30,15.079167
1824,2024-12-31,32.458333
