date,plant_nox_weighted
2020-04-15,0.46493895794138657
2020-04-16,0.43347876558921317
2020-04-17,0.4957698725629128
2020-04-18,0.514978367563605
2020-04-19,0.39494820788302354
2020-04-20,0.4101025885689453
2020-04-21,0.49441219817440796
2020-04-22,0.4654350116324497
2020-04-23,0.45475699915091433
2020-04-24,0.4862020129922647
2020-04-25,0.4246089895034477
2020-04-26,0.41590273343576156
2020-04-27,0.5322768927027386
2020-04-28,0.410063301756571
2020-04-29,0.42567065501562595
2020-04-30,0.4284997914159594
2020-05-01,0.5283784845856987
2020-05-02,0.4501680545360812
2020-05-03,0.4928855698121385
2020-05-04,0.47029740969564143
2020-05-05,0.5218717154678529
2020-05-06,1.0804009343675367
2020-05-07,0.610693909927629
2020-05-08,0.5471356654678124
2020-05-09,0.4894819428723989
2020-05-10,0.45043580734827826
2020-05-11,0.5381902284832193
2020-05-12,0.45652639654186694
2020-05-13,0.44326746634687203
2020-05-14,0.4316223580424754
2020-05-15,0.6159148507592258
2020-05-16,0.29512067940033965
2020-05-17,0.26992064690459405
2020-05-18,0.42364877735563244
2020-05-19,0.39808461688870916
2020-05-20,0.40473385903500037
2020-05-21,0.4025561746696264
2020-05-22,0.4153941857018521
2020-05-23,0.3948649690383174
2020-05-24,0.4070546404938339
2020-05-25,0.47890271101241616
2020-05-26,0.7432666844700349
2020-05-27,0.6364500904268995
2020-05-28,0.4712492843456748
2020-05-29,0.5248315395192176
2020-05-30,0.5224853824088012
2020-05-31,0.48945346327679345
2020-06-01,0.5183594550643994
2020-06-02,0.4941563466142487
2020-06-03,0.5821437975814043
2020-06-04,0.8047806765695645
2020-06-05,0.7850888823891277
2020-06-06,1.0005759311582507
2020-06-07,0.5677171827746961
2020-06-08,0.7209026438224417
2020-06-09,0.8878136313667164
2020-06-10,0.9940043332548169
2020-06-11,0.6456679908616848
2020-06-12,0.6433971485465068
2020-06-13,0.4551888733991394
2020-06-14,0.42030492100870576
2020-06-15,0.5708650162736819
2020-06-16,0.6137412203667426
2020-06-17,0.6544228423386578
2020-06-18,0.7334278475909196
2020-06-19,0.7963816006928719
2020-06-20,0.8248964084495672
2020-06-21,1.021761420269229
2020-06-22,1.2649608668623666
2020-06-23,1.1761349363008669
2020-06-24,1.0333128093580999
2020-06-25,0.9439549966508798
2020-06-26,0.9605919684110265
2020-06-27,0.8435224624155016
2020-06-28,1.1800082145681239
2020-06-29,1.3003647195486117
2020-06-30,1.1284328754628155
2020-07-01,0.9553614820843848
2020-07-02,1.287605281033286
2020-07-03,1.2905403106686038
2020-07-04,0.9838931063632059
2020-07-05,1.0307839517466035
2020-07-06,1.464841490031652
2020-07-07,1.2200173884866452
2020-07-08,1.5389489375633916
2020-07-09,1.7560356341227952
2020-07-10,1.0938943156772407
2020-07-11,1.06374257894822
2020-07-12,1.201606053721793
2020-07-13,1.309357887107923
2020-07-14,1.1280010939588974
2020-07-15,1.1153326860960078
2020-07-16,0.828301742607627
2020-07-17,0.7893373316190238
2020-07-18,0.9045453703390359
2020-07-19,1.2524862499454796
2020-07-20,2.6969673436618207
2020-07-21,2.227646633621363
2020-07-22,2.5276319975843475
2020-07-23,2.1914966435341356
2020-07-24,1.2312149474577636
2020-07-25,1.404011861780289
2020-07-26,1.7838741985947921
2020-07-27,2.875497403806398
2020-07-28,2.9744788232226176
2020-07-29,2.2556955920403645
2020-07-30,2.2692335445424865
2020-07-31,0.8889226927665885
2020-08-01,1.128982452460082
2020-08-02,1.3530070193304098
2020-08-03,1.6410736228197014
2020-08-04,1.2835740378476925
2020-08-05,1.2238869362546019
2020-08-06,0.8099721963856079
2020-08-07,0.890837230390572
2020-08-08,0.8424410807413714
2020-08-09,1.188743682835346
2020-08-10,2.392223545899716
2020-08-11,1.6614819901491749
2020-08-12,1.869120456635159
2020-08-13,1.224589766530103
2020-08-14,1.0857686284092924
2020-08-15,0.7932590444958445
2020-08-16,0.6886473521662125
2020-08-17,0.8531025626496871
2020-08-18,0.8991373259166512
2020-08-19,0.7683218411567925
2020-08-20,0.8884273746911023
2020-08-21,0.7682782399511382
2020-08-22,0.879742101211744
2020-08-23,0.9549787637770015
2020-08-24,1.8770450816257809
2020-08-25,1.999034983718206
2020-08-26,1.1242859618303573
2020-08-27,1.9012182322051836
2020-08-28,1.1366511318663364
2020-08-29,0.8660998676939919
2020-08-30,0.6287468143446929
2020-08-31,0.5402053571976809
2020-09-01,0.7417154356195725
2020-09-02,0.9119733692868351
2020-09-03,1.2661883586590017
2020-09-04,1.273028930072427
2020-09-05,0.7180578968667098
2020-09-06,0.7153562701934868
2020-09-07,0.7300450715993253
2020-09-08,1.3867730150928967
2020-09-09,1.1719267464378502
2020-09-10,1.6558448511651664
2020-09-11,1.1327128344200623
2020-09-12,0.6341135777801435
2020-09-13,0.6487201045889854
2020-09-14,0.7704713868809987
2020-09-15,0.6011396417721077
2020-09-16,0.6096166312739915
2020-09-17,0.6232019260190503
2020-09-18,0.6615491362537055
2020-09-19,0.48857277245650416
2020-09-20,0.4553609460772647
2020-09-21,0.49740708913086246
2020-09-22,0.6957270719176807
2020-09-23,0.793876914937399
2020-09-24,0.8301672752585167
2020-09-25,0.7105598237526192
2020-09-26,0.5406430031265064
2020-09-27,0.7034147410065211
2020-09-28,1.1051761722085571
2020-09-29,1.0740193844302546
2020-09-30,0.6195278204634137
2020-10-01,0.6614357707224079
2020-10-02,0.5622872151664388
2020-10-03,0.5178157362919293
2020-10-04,0.5446332907469273
2020-10-05,0.5146869166435994
2020-10-06,0.4637519264611996
2020-10-07,0.48499804738405783
2020-10-08,0.5010497583578581
2020-10-09,0.5063564228672094
2020-10-10,0.4580020646066335
2020-10-11,0.4323667152220963
2020-10-12,0.6606551276674709
2020-10-13,0.8710153432992797
2020-10-14,0.5561793191366151
2020-10-15,0.5749850563913842
2020-10-16,0.7439889406463078
2020-10-17,0.5878309082809823
2020-10-18,0.5694971505949472
2020-10-19,0.6156353371134861
2020-10-20,0.6344488659129441
2020-10-21,0.609449925039047
2020-10-22,0.6975556280315196
2020-10-23,0.6265288882691624
2020-10-24,0.5626344006588757
2020-10-25,0.7073574842364277
2020-10-26,0.7782399994991644
2020-10-27,0.9093897040694202
2020-10-28,0.979438046553696
2020-10-29,0.8332096974770434
2020-10-30,0.9615666185604596
2020-10-31,0.696356758553656
2020-11-01,0.509883044448684
2020-11-02,0.8347513881938593
2020-11-03,0.8880898551354098
2020-11-04,0.7775848668034834
2020-11-05,0.7424459255893696
2020-11-06,0.6850880155628012
2020-11-07,0.7339859955444228
2020-11-08,0.6666774128786201
2020-11-09,0.8476976494823616
2020-11-10,0.8986882244596778
2020-11-11,1.01093671911288
2020-11-12,0.849112585024521
2020-11-13,0.8278111414614617
2020-11-14,0.6819703181137848
2020-11-15,0.7018046895497314
2020-11-16,0.688062800936196
2020-11-17,0.7853038840831424
2020-11-18,1.0590975267149492
2020-11-19,1.0887858919531244
2020-11-20,0.782815255150807
2020-11-21,0.6063180339058183
2020-11-22,0.8306744514254865
2020-11-23,0.6868278015737577
2020-11-24,0.5953472071645912
2020-11-25,0.6107813312550765
2020-11-26,0.5211947902300924
2020-11-27,0.5619584889192702
2020-11-28,0.541666313944906
2020-11-29,0.5767911280830871
2020-11-30,0.7036044942257901
2020-12-01,0.7702562682611318
2020-12-02,0.8292699109514854
2020-12-03,0.9036791368218203
2020-12-04,0.5886796240595737
2020-12-05,0.694316916867685
2020-12-06,0.7780890637283577
2020-12-07,1.1231541605276365
2020-12-08,1.1469914074547094
2020-12-09,1.063502636987769
2020-12-10,0.9687682256523972
2020-12-11,0.8120362356952685
2020-12-12,0.6705961690210289
2020-12-13,0.5371958783772907
2020-12-14,0.7430538459129641
2020-12-15,0.9785895676617626
2020-12-16,1.8832969483746858
2020-12-17,1.5408922203444055
2020-12-18,1.6097837307818148
2020-12-19,1.4628986553531562
2020-12-20,1.2107519917227856
2020-12-21,1.1984378966750093
2020-12-22,0.9688856694199592
2020-12-23,0.886827832400827
2020-12-24,0.6489115114487974
2020-12-25,0.6682790594072944
2020-12-26,0.9357763751154727
2020-12-27,0.9502195148842421
2020-12-28,0.878822375069697
2020-12-29,1.0140289753821132
2020-12-30,1.0911427078758864
2020-12-31,0.8705881492567493
2021-01-01,0.7982849649495231
2021-01-02,0.6747140986779975
2021-01-03,0.7334242113974446
2021-01-04,1.0366792249925432
2021-01-05,0.8221993984098248
2021-01-06,0.9938447153836458
2021-01-07,0.8838430320644274
2021-01-08,0.9818153289197921
2021-01-09,0.7682658185499267
2021-01-10,0.7364407286567283
2021-01-11,0.9862899877759064
2021-01-12,0.8385638148304295
2021-01-13,0.7946516468722112
2021-01-14,0.8613679446713249
2021-01-15,0.8829003679624214
2021-01-16,0.6861797915647209
2021-01-17,0.7106159410216296
2021-01-18,0.8088350903707222
2021-01-19,0.9371457446749432
2021-01-20,1.0111187037175102
2021-01-21,0.9856479234009218
2021-01-22,0.9214904516339604
2021-01-23,0.9776837355261226
2021-01-24,1.1117628248208509
2021-01-25,1.4116359269138852
2021-01-26,1.1859074679019397
2021-01-27,1.0612873339213882
2021-01-28,1.3913921501913273
2021-01-29,2.095942991683222
2021-01-30,1.6277171047766608
2021-01-31,1.6394722059067928
2021-02-01,1.6458027223219207
2021-02-02,1.4553923608025443
2021-02-03,1.3777635647414945
2021-02-04,1.1965364893676909
2021-02-05,1.0746950507103354
2021-02-06,0.8988010226467543
2021-02-07,1.1630912977303114
2021-02-08,1.3623180294542443
2021-02-09,1.4452816654716083
2021-02-10,1.7870804150502422
2021-02-11,1.5922858461063594
2021-02-12,1.7175656175198757
2021-02-13,1.2364593675398277
2021-02-14,1.06914275740889
2021-02-15,1.0676933611764479
2021-02-16,0.9787920514585022
2021-02-17,1.5248211275908536
2021-02-18,1.2810516090275401
2021-02-19,1.1414666100346302
2021-02-20,1.0551613217881062
2021-02-21,1.0343748763371423
2021-02-22,1.1774223639510641
2021-02-23,0.9412545529532786
2021-02-24,0.894337895797791
2021-02-25,0.8355655195578727
2021-02-26,1.2531777100803982
2021-02-27,0.7445185188235872
2021-02-28,0.6516092469416586
2021-03-01,0.8217386220919842
2021-03-02,1.253367894066582
2021-03-03,1.0616589182081944
2021-03-04,1.1934286098383549
2021-03-05,1.4356995827815087
2021-03-06,1.0721963725054404
2021-03-07,0.8632026612442378
2021-03-08,0.9295724930906449
2021-03-09,0.843202664737688
2021-03-10,0.6791630862394435
2021-03-11,0.5932358544077465
2021-03-12,0.5694987515246958
2021-03-13,0.4628125904821311
2021-03-14,0.5720442171715348
2021-03-15,1.1396288583362497
2021-03-16,1.033618792212015
2021-03-17,0.8349038613625895
2021-03-18,0.7495585525383623
2021-03-19,0.6920864044169459
2021-03-20,0.5050123704241393
2021-03-21,0.44182679651151213
2021-03-22,0.5477880900301771
2021-03-23,0.5154079621063772
2021-03-24,0.49296521051066294
2021-03-25,0.41078849100518766
2021-03-26,0.5768759273509902
2021-03-27,0.4375404032347248
2021-03-28,0.4764790670584721
2021-03-29,0.65345085890729
2021-03-30,0.79326973396982
2021-03-31,0.4985218024847773
2021-04-01,0.711511324835272
2021-04-02,0.9082044512677037
2021-04-03,0.7426657833249626
2021-04-04,0.5627022574044199
2021-04-05,0.8638431339937154
2021-04-06,0.5727972654783248
2021-04-07,0.5446573072330053
2021-04-08,0.6125540213138086
2021-04-09,0.5580539743679241
2021-04-10,0.5004797240912077
2021-04-11,0.5313726054554437
2021-04-12,0.8102039557842636
2021-04-13,0.6904456083979836
2021-04-14,0.6017599814807332
2021-04-15,0.5723358668749294
2021-04-16,0.5963967569343325
2021-04-17,0.6603244022298141
2021-04-18,0.48670322222020757
2021-04-19,0.5527169476204193
2021-04-20,0.5555439403207192
2021-04-21,0.6033981855405101
2021-04-22,0.7129946085315457
2021-04-23,0.5877265121341954
2021-04-24,0.44597545980681824
2021-04-25,0.4565368149431517
2021-04-26,0.5273296299856338
2021-04-27,0.5060472457403117
2021-04-28,0.6109840558846449
2021-04-29,0.6928366368483347
2021-04-30,0.4390597000994681
2021-05-01,0.4670342416348169
2021-05-02,0.44536932136791785
2021-05-03,0.6747101428519657
2021-05-04,0.6216488416003453
2021-05-05,0.599075044983191
2021-05-06,0.5498557413681069
2021-05-07,0.526423023157459
2021-05-08,0.40417986335058403
2021-05-09,0.35400928258265185
2021-05-10,0.39802702312495336
2021-05-11,0.3981028900585068
2021-05-12,0.32975797354309877
2021-05-13,0.36985212673682094
2021-05-14,0.38909777774277465
2021-05-15,0.2987933908759873
2021-05-16,0.28099256744732665
2021-05-17,0.5330440788690956
2021-05-18,0.6415420209343573
2021-05-19,0.5546432275816945
2021-05-20,0.5110911648271846
2021-05-21,0.6849044524683695
2021-05-22,0.7937849943405361
2021-05-23,0.8228651380988948
2021-05-24,0.561228179963677
2021-05-25,0.696768612682325
2021-05-26,1.6381464712014107
2021-05-27,0.918444131314193
2021-05-28,0.5360895008810677
2021-05-29,0.44404731267087016
2021-05-30,0.46269327783063496
2021-05-31,0.5441680819792161
2021-06-01,0.6938117676676138
2021-06-02,0.5593587006541592
2021-06-03,0.488578925242719
2021-06-04,0.8972249334456394
2021-06-05,0.8496753147263326
2021-06-06,1.0840300953910902
2021-06-07,1.7899669089595174
2021-06-08,2.2860817855807003
2021-06-09,1.8418418695606835
2021-06-10,0.9604337047430619
2021-06-11,0.8689677255751814
2021-06-12,0.5807228303445899
2021-06-13,0.6818844173863883
2021-06-14,0.7294036060671182
2021-06-15,0.8528307619098936
2021-06-16,0.7336667620370128
2021-06-17,0.8294058950427379
2021-06-18,0.8450134560297483
2021-06-19,0.8998333549755475
2021-06-20,1.021028275763885
2021-06-21,1.2979857627603695
2021-06-22,0.905654245096948
2021-06-23,0.8424291556011752
2021-06-24,0.8405788795191498
2021-06-25,0.895453197407001
2021-06-26,0.8817001211463641
2021-06-27,1.1712465776954486
2021-06-28,3.345932130482742
2021-06-29,3.4070282429124106
2021-06-30,3.662170002907046
2021-07-01,1.290033790857939
2021-07-02,0.8518970443604227
2021-07-03,0.6533344713844008
2021-07-04,0.7542018033586144
2021-07-05,0.9360323946857503
2021-07-06,2.5098657362414216
2021-07-07,2.9530352480584283
2021-07-08,1.7757354093402433
2021-07-09,1.2326398592663579
2021-07-10,0.8868550645234905
2021-07-11,0.8512799542484604
2021-07-12,1.5319568929239793
2021-07-13,0.917369605684718
2021-07-14,1.4832189389999322
2021-07-15,1.4370979438098552
2021-07-16,1.677519834969012
2021-07-17,1.926297262009733
2021-07-18,1.0257331478398557
2021-07-19,1.0918310931388464
2021-07-20,1.3998795448376113
2021-07-21,1.2692705807193654
2021-07-22,0.9399310337498855
2021-07-23,0.8809667658707497
2021-07-24,0.8274727574439069
2021-07-25,0.7965829898180344
2021-07-26,1.3509373946714993
2021-07-27,1.841518316621558
2021-07-28,0.9814839455793235
2021-07-29,0.7526830412977229
2021-07-30,0.8771747145732421
2021-07-31,0.619285879690481
2021-08-01,0.6014115218454873
2021-08-02,0.6925664514936921
2021-08-03,0.680742216624258
2021-08-04,0.6401441743759143
2021-08-05,0.7888976944144505
2021-08-06,1.2795592206067927
2021-08-07,0.9485346794990789
2021-08-08,0.7566777543295976
2021-08-09,1.0604720089923572
2021-08-10,1.376577104752664
2021-08-11,2.5770520073090326
2021-08-12,2.960204020551532
2021-08-13,3.2406404832552753
2021-08-14,1.7429735328067881
2021-08-15,1.1754455707359794
2021-08-16,1.2039445694297606
2021-08-17,1.4567567278458717
2021-08-18,1.518911175408521
2021-08-19,1.7737919789369692
2021-08-20,1.7403272906080776
2021-08-21,1.2570709184272926
2021-08-22,1.0311507195364251
2021-08-23,1.2917934479709539
2021-08-24,1.9190460554794202
2021-08-25,2.1528454049118517
2021-08-26,2.8096036323669287
2021-08-27,2.6386045527977267
2021-08-28,0.8879676356379945
2021-08-29,0.8089462266688645
2021-08-30,1.4688790952741844
2021-08-31,1.4102124524022988
2021-09-01,0.822285210574729
2021-09-02,0.8943402323245015
2021-09-03,0.7890206509392139
2021-09-04,0.6208382893733664
2021-09-05,0.5946923835810567
2021-09-06,0.9450033163973002
2021-09-07,1.2126513002693344
2021-09-08,1.3989766509178878
2021-09-09,0.7878899783721564
2021-09-10,0.7479243935607733
2021-09-11,0.7332398729065508
2021-09-12,0.9597919100087542
2021-09-13,1.4835399393093622
2021-09-14,1.4677684217377958
2021-09-15,1.5567769250398533
2021-09-16,1.0065817142138387
2021-09-17,1.036102782892353
2021-09-18,1.0223840225793785
2021-09-19,0.8210874975858449
2021-09-20,0.8237854669629813
2021-09-21,0.8301773736782011
2021-09-22,1.1623828686595854
2021-09-23,1.394293691344265
2021-09-24,0.7749270036285782
2021-09-25,0.6614612661783469
2021-09-26,0.7218710849147324
2021-09-27,0.9281706860411693
2021-09-28,0.9700750534220666
2021-09-29,0.6322953802538525
2021-09-30,0.6420636306328125
2021-10-01,0.5463132250352503
2021-10-02,0.5293605384484132
2021-10-03,0.7459184076815929
2021-10-04,1.1862246542394932
2021-10-05,0.8082486823880061
2021-10-06,0.7971647104045263
2021-10-07,0.8575208905334155
2021-10-08,0.8800235657317876
2021-10-09,0.6440947953354708
2021-10-10,0.5783128911017973
2021-10-11,0.7410720782564204
2021-10-12,0.6952025957504596
2021-10-13,0.6326334122362225
2021-10-14,0.8327450990600296
2021-10-15,0.8432832465240901
2021-10-16,0.7122271905480251
2021-10-17,0.7998598864617947
2021-10-18,0.9165765748122424
2021-10-19,0.7651720664417533
2021-10-20,0.545372086839574
2021-10-21,0.543567303591339
2021-10-22,0.4722419254573793
2021-10-23,0.46705666153851677
2021-10-24,0.41624005390782337
2021-10-25,0.6080630047814992
2021-10-26,0.5248849012806478
2021-10-27,0.5392775799920161
2021-10-28,0.6449572996801377
2021-10-29,0.4773026069695286
2021-10-30,0.6074462925960236
2021-10-31,0.42807972444791176
2021-11-01,0.6382932299762396
2021-11-02,0.7643408624383219
2021-11-03,0.7026558132056059
2021-11-04,0.8507633072260379
2021-11-05,0.6993922603899216
2021-11-06,0.5862478366050626
2021-11-07,0.6348805409343983
2021-11-08,0.7979250378389559
2021-11-09,0.6124305227126943
2021-11-10,0.5910300156006097
2021-11-11,0.41978625491641064
2021-11-12,0.5313216690652101
2021-11-13,0.40846052456026044
2021-11-14,0.46260324632378097
2021-11-15,0.5994609851391223
2021-11-16,0.7218799741371398
2021-11-17,0.6329976529696418
2021-11-18,0.5586601523897317
2021-11-19,0.5583347169124985
2021-11-20,0.4903496222780772
2021-11-21,0.4609304875101807
2021-11-22,0.8193928536618168
2021-11-23,0.6017927465099997
2021-11-24,0.5758392819748146
2021-11-25,0.41206376747816775
2021-11-26,0.60318432984425
2021-11-27,0.5784684180551498
2021-11-28,0.6659827258649491
2021-11-29,1.1778972897310798
2021-11-30,1.1267731586745708
2021-12-01,0.8123742728558181
2021-12-02,0.7899068424270449
2021-12-03,1.1610873227522311
2021-12-04,0.6462593049966526
2021-12-05,0.6012280522665311
2021-12-06,0.5663668829506864
2021-12-07,0.8473767392899131
2021-12-08,0.9498761741869383
2021-12-09,0.9378631656828947
2021-12-10,0.7417757655100684
2021-12-11,0.5172831243157674
2021-12-12,0.5503818959529824
2021-12-13,0.5534373980411821
2021-12-14,0.5605313065999036
2021-12-15,0.6393150954893927
2021-12-16,0.579989888475583
2021-12-17,0.7257435564171308
2021-12-18,0.660768070852991
2021-12-19,0.9532602719112272
2021-12-20,1.4377609480933993
2021-12-21,1.2541020569246293
2021-12-22,0.9185921774840035
2021-12-23,0.9725884580932965
2021-12-24,0.8438493013208131
2021-12-25,0.7119043225973687
2021-12-26,0.7349027318827022
2021-12-27,0.9145108332264469
2021-12-28,0.7682177532193105
2021-12-29,0.775296566757602
2021-12-30,0.6591279570106522
2021-12-31,0.5719462846243862
2022-01-01,0.5735697701132314
2022-01-02,0.6001440729004366
2022-01-03,1.1364996620180365
2022-01-04,1.1371297739415118
2022-01-05,0.8475977472290334
2022-01-06,0.8039142290226086
2022-01-07,1.062259654038028
2022-01-08,1.2247849307317258
2022-01-09,0.9975328124019206
2022-01-10,1.221383659932229
2022-01-11,2.404486893141302
2022-01-12,2.066011620002126
2022-01-13,1.300619963026051
2022-01-14,1.39413539897461
2022-01-15,1.8690228062100318
2022-01-16,2.95658623476432
2022-01-17,1.1536836762305829
2022-01-18,1.3213129994348762
2022-01-19,1.4745678571252343
2022-01-20,1.3826524446861894
2022-01-21,2.0274481477764676
2022-01-22,1.625793289450384
2022-01-23,1.034644290364991
2022-01-24,1.2649881805270067
2022-01-25,1.3578877600272095
2022-01-26,1.8354283705924976
2022-01-27,1.3856578307236513
2022-01-28,1.8802534581023564
2022-01-29,2.0935417749034553
2022-01-30,1.959117618691678
2022-01-31,1.5939925367042562
2022-02-01,1.4302486135684689
2022-02-02,1.2054549929722915
2022-02-03,1.0179054637585765
2022-02-04,1.481724394676506
2022-02-05,1.1172643744870272
2022-02-06,1.0578775669517864
2022-02-07,1.235150125313103
2022-02-08,1.1307150402594575
2022-02-09,1.05378798282916
2022-02-10,0.7697331973863724
2022-02-11,0.7760780499516162
2022-02-12,0.6207498352921401
2022-02-13,1.1599567106579436
2022-02-14,1.690985397070643
2022-02-15,2.662433643438811
2022-02-16,1.627545876411186
2022-02-17,0.6406091532732607
2022-02-18,0.8150179344561288
2022-02-19,1.0504227439769827
2022-02-20,0.9566106911381024
2022-02-21,0.88867395474827
2022-02-22,0.741026946134482
2022-02-23,0.5965262430026886
2022-02-24,0.8963570987922354
2022-02-25,1.5540146031393909
2022-02-26,1.1159747071037651
2022-02-27,0.9459055782366221
2022-02-28,1.0543890966151863
2022-03-01,1.03043232882235
2022-03-02,0.7645651820166416
2022-03-03,0.990112515697512
2022-03-04,1.1294751203999533
2022-03-05,0.6104805234038368
2022-03-06,0.5842890477493786
2022-03-07,0.6103721568578319
2022-03-08,0.8333433295579276
2022-03-09,0.7326493308901664
2022-03-10,0.7886407278128506
2022-03-11,0.7231275080372319
2022-03-12,0.8912656452882922
2022-03-13,0.9789877320087306
2022-03-14,0.8372944680983059
2022-03-15,0.6626201474192304
2022-03-16,0.614507161018728
2022-03-17,0.5487152702585076
2022-03-18,0.42486394332964345
2022-03-19,0.3613253817557184
2022-03-20,0.3761201324600483
2022-03-21,0.6163778943051315
2022-03-22,0.8796924811962319
2022-03-23,0.6049727057739233
2022-03-24,0.7040423561794861
2022-03-25,0.7335051109844166
2022-03-26,0.48102819133834407
2022-03-27,0.6639083015726339
2022-03-28,1.4671319008702581
2022-03-29,1.7786722013382008
2022-03-30,0.9950038304833202
2022-03-31,0.8006229375239008
2022-04-01,0.6462974183134977
2022-04-02,0.5857954724947806
2022-04-03,0.5978331018890051
2022-04-04,0.8625670090896087
2022-04-05,0.8768810925359763
2022-04-06,1.1209968300337423
2022-04-07,0.8312065750016713
2022-04-08,0.727354187267127
2022-04-09,0.9226226622434888
2022-04-10,0.8070876567252465
2022-04-11,0.8626269904356536
2022-04-12,0.8259615132828942
2022-04-13,0.8311707286776658
2022-04-14,0.9883257523667784
2022-04-15,0.7045230445413352
2022-04-16,0.6137323508731585
2022-04-17,1.1010418904195813
2022-04-18,0.9542316457498866
2022-04-19,1.069070086508655
2022-04-20,0.8587600423836077
2022-04-21,0.7167698980741802
2022-04-22,0.6068245456394217
2022-04-23,0.5478760666851082
2022-04-24,0.6664917074049856
2022-04-25,0.7545648874456393
2022-04-26,0.683710914291459
2022-04-27,0.7406649812032906
2022-04-28,0.6617648713143834
2022-04-29,0.6871868651822902
2022-04-30,0.5130906376706348
2022-05-01,0.5610902272641072
2022-05-02,0.738136053234779
2022-05-03,0.663622725806424
2022-05-04,0.7135369575829558
2022-05-05,0.6424517100291144
2022-05-06,0.6739717908233933
2022-05-07,0.7246755389657457
2022-05-08,0.748312801371397
2022-05-09,0.770431586959505
2022-05-10,0.7844995142250899
2022-05-11,0.7788371070312164
2022-05-12,0.6525651281156386
2022-05-13,0.6189550074499451
2022-05-14,0.5401438558261596
2022-05-15,0.50926826316094
2022-05-16,0.8714397678693833
2022-05-17,0.5949231371604808
2022-05-18,0.6324288488637314
2022-05-19,0.8335004462450422
2022-05-20,0.6601692231400494
2022-05-21,1.2542263788164936
2022-05-22,1.2958693704388953
2022-05-23,0.8348973348926148
2022-05-24,0.7022768280527337
2022-05-25,0.8433324853118616
2022-05-26,0.733954366810941
2022-05-27,0.8788158740594351
2022-05-28,0.6532012635237993
2022-05-29,0.7679706683750954
